index,Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Minutes,Price_Normalized,Is_Morning_Flight,Is_International,Route_ID
114,Air India,2019-01-03,Banglore,New Delhi,05:50:00,16h 55m,1,No info,14069,1015,1.0803617109862382,True,False,Banglore_New Delhi
115,Jet Airways,2019-01-03,Banglore,New Delhi,08:55:00,6h 20m,1,No info,26890,380,3.860669975035294,True,False,Banglore_New Delhi
116,GoAir,2019-01-03,Banglore,New Delhi,15:45:00,4h 30m,1,No info,12314,270,0.6997797748341369,False,False,Banglore_New Delhi
117,Jet Airways,2019-01-03,Banglore,New Delhi,11:40:00,17h 25m,1,No info,22270,1045,2.8587961602075396,True,False,Banglore_New Delhi
118,Jet Airways,2019-01-03,Banglore,New Delhi,16:55:00,15h 20m,1,No info,26890,920,3.860669975035294,False,False,Banglore_New Delhi
119,SpiceJet,2019-01-03,Kolkata,Banglore,06:55:00,2h 40m,0,No info,4622,160,-0.9682750701128514,True,False,Kolkata_Banglore
120,Jet Airways,2019-01-03,Mumbai,Hyderabad,07:10:00,1h 25m,0,No info,17501,85,1.8246108305725701,True,False,Mumbai_Hyderabad
121,Jet Airways,2019-01-03,Banglore,New Delhi,08:00:00,5h 15m,1,No info,22270,315,2.8587961602075396,True,False,Banglore_New Delhi
122,Air India,2019-01-03,Banglore,New Delhi,17:00:00,29h 55m,2,No info,14887,1795,1.2577497587198103,False,False,Banglore_New Delhi
123,GoAir,2019-01-03,Banglore,New Delhi,11:40:00,2h 55m,0,No info,11111,175,0.4389022425315852,True,False,Banglore_New Delhi
124,IndiGo,2019-01-03,Kolkata,Banglore,20:25:00,2h 40m,0,No info,4778,160,-0.934445564677109,False,False,Kolkata_Banglore
125,IndiGo,2019-01-03,Mumbai,Hyderabad,06:20:00,1h 25m,0,No info,17501,85,1.8246108305725701,True,False,Mumbai_Hyderabad
126,Air India,2019-01-03,Banglore,New Delhi,17:00:00,6h 10m,1,No info,11628,370,0.5510166932385006,False,False,Banglore_New Delhi
127,SpiceJet,2019-01-03,Kolkata,Banglore,09:00:00,2h 30m,0,No info,5515,150,-0.774622837073634,True,False,Kolkata_Banglore
128,Jet Airways,2019-01-03,Mumbai,Hyderabad,10:20:00,1h 30m,0,No info,10875,90,0.3877242727698212,True,False,Mumbai_Hyderabad
129,IndiGo,2019-01-03,Mumbai,Hyderabad,21:20:00,1h 25m,0,No info,12475,85,0.7346935592902556,False,False,Mumbai_Hyderabad
130,IndiGo,2019-01-03,Kolkata,Banglore,15:20:00,2h 35m,0,No info,6565,155,-0.546924242794599,False,False,Kolkata_Banglore
131,Air India,2019-01-03,Banglore,New Delhi,08:50:00,15h 5m,2,No info,17345,905,1.7907813251368276,True,False,Banglore_New Delhi
132,Jet Airways,2019-01-03,Banglore,New Delhi,14:05:00,10h 40m,1,No info,26890,640,3.860669975035294,False,False,Banglore_New Delhi
133,Jet Airways,2019-01-03,Banglore,New Delhi,05:45:00,12h 40m,1,No info,26890,760,3.860669975035294,True,False,Banglore_New Delhi
134,IndiGo,2019-01-03,Banglore,New Delhi,16:55:00,2h 50m,0,No info,12649,170,0.7724264691993528,False,False,Banglore_New Delhi
135,Vistara,2019-01-03,Banglore,New Delhi,06:40:00,27h 45m,1,No info,12371,1665,0.7121405556664273,True,False,Banglore_New Delhi
136,IndiGo,2019-01-03,Mumbai,Hyderabad,12:00:00,1h 25m,0,No info,12475,85,0.7346935592902556,False,False,Mumbai_Hyderabad
137,Air India,2019-01-03,Banglore,New Delhi,06:45:00,26h 40m,2,2 Long layover,26480,1600,3.7717590953644327,True,False,Banglore_New Delhi
138,Jet Airways,2019-01-03,Banglore,New Delhi,22:50:00,6h 15m,1,No info,26890,375,3.860669975035294,False,False,Banglore_New Delhi
139,Air India,2019-01-03,Banglore,New Delhi,13:50:00,28h 50m,1,No info,17198,1730,1.7589035219377627,False,False,Banglore_New Delhi
140,Air Asia,2019-01-03,Kolkata,Banglore,19:35:00,2h 30m,0,No info,5964,150,-0.6772545810438371,False,False,Kolkata_Banglore
141,Jet Airways,2019-01-03,Banglore,New Delhi,05:45:00,9h 30m,1,No info,26890,570,3.860669975035294,True,False,Banglore_New Delhi
142,Jet Airways,2019-01-03,Banglore,New Delhi,05:45:00,10h 25m,1,No info,26890,625,3.860669975035294,True,False,Banglore_New Delhi
143,Air India,2019-01-03,Mumbai,Hyderabad,19:30:00,1h 15m,0,No info,15385,75,1.3657439491492955,False,False,Mumbai_Hyderabad
144,Jet Airways,2019-01-03,Banglore,New Delhi,08:55:00,7h 15m,1,No info,26890,435,3.860669975035294,True,False,Banglore_New Delhi
145,Jet Airways,2019-01-03,Banglore,New Delhi,08:55:00,9h 30m,1,No info,26890,570,3.860669975035294,True,False,Banglore_New Delhi
146,Multiple carriers,2019-01-03,Delhi,Cochin,00:20:00,13h,1,No info,29528,780,4.43273558618586,False,False,Delhi_Cochin
147,IndiGo,2019-01-03,Mumbai,Hyderabad,09:10:00,1h 30m,0,No info,13999,90,1.0651818047009693,True,False,Mumbai_Hyderabad
148,Multiple carriers,2019-01-03,Delhi,Cochin,14:35:00,7h 45m,1,No info,14762,465,1.2306427832104014,False,False,Delhi_Cochin
149,IndiGo,2019-01-03,Banglore,New Delhi,16:55:00,4h 55m,1,No Info,8153,295,-0.20255722592306782,False,False,Banglore_New Delhi
150,Jet Airways,2019-01-03,Banglore,New Delhi,14:05:00,19h 25m,1,No info,25735,1165,3.6102015213283556,False,False,Banglore_New Delhi
151,IndiGo,2019-01-03,Kolkata,Banglore,22:10:00,2h 45m,0,No info,4778,165,-0.934445564677109,False,False,Kolkata_Banglore
152,Jet Airways,2019-01-03,Banglore,New Delhi,22:50:00,21h 30m,1,No info,25735,1290,3.6102015213283556,False,False,Banglore_New Delhi
153,Jet Airways,2019-01-03,Banglore,New Delhi,14:05:00,6h 15m,1,No info,27992,375,4.099645071126243,False,False,Banglore_New Delhi
154,Vistara Premium economy,2019-01-03,Chennai,Kolkata,07:05:00,2h 15m,0,No info,9125,135,0.008226615638096065,True,False,Chennai_Kolkata
155,Jet Airways,2019-01-03,Banglore,New Delhi,14:05:00,18h 55m,1,No info,20800,1135,2.5400181282168908,False,False,Banglore_New Delhi
156,Jet Airways,2019-01-03,Banglore,New Delhi,07:00:00,11h 25m,1,No info,26890,685,3.860669975035294,True,False,Banglore_New Delhi
157,Air India,2019-01-03,Mumbai,Hyderabad,15:00:00,1h 25m,0,No info,6092,85,-0.6494970381222024,False,False,Mumbai_Hyderabad
158,Jet Airways,2019-01-03,Banglore,New Delhi,22:50:00,25h 55m,1,No info,26890,1555,3.860669975035294,False,False,Banglore_New Delhi
159,IndiGo,2019-01-03,Banglore,New Delhi,16:50:00,4h 45m,1,No info,13302,285,0.9140333092605051,False,False,Banglore_New Delhi
160,SpiceJet,2019-01-03,Mumbai,Hyderabad,05:45:00,1h 20m,0,No info,12475,80,0.7346935592902556,True,False,Mumbai_Hyderabad
161,Jet Airways,2019-01-03,Banglore,New Delhi,08:00:00,21h 5m,1,No info,22270,1265,2.8587961602075396,True,False,Banglore_New Delhi
162,Jet Airways Business,2019-01-03,Banglore,New Delhi,05:45:00,5h 40m,1,Business class,79512,340,15.272056097084231,True,False,Banglore_New Delhi
163,Multiple carriers,2019-01-03,Delhi,Cochin,00:20:00,15h 10m,1,No info,23170,910,3.053966383875284,False,False,Delhi_Cochin
164,Jet Airways,2019-01-03,Banglore,New Delhi,05:45:00,13h 25m,1,No info,27992,805,4.099645071126243,True,False,Banglore_New Delhi
165,IndiGo,2019-01-03,Kolkata,Banglore,21:25:00,2h 40m,0,No info,4778,160,-0.934445564677109,False,False,Kolkata_Banglore
166,Air Asia,2019-01-03,Banglore,New Delhi,23:25:00,2h 45m,0,Red-eye flight,10873,165,0.3872905611616706,False,False,Banglore_New Delhi
167,SpiceJet,2019-01-03,Chennai,Kolkata,17:45:00,2h 20m,0,No info,7718,140,-0.29688950069581094,False,False,Chennai_Kolkata
168,Air India,2019-01-03,Banglore,New Delhi,22:00:00,25h 20m,1,Change airports,14305,1520,1.1315396807480023,False,False,Banglore_New Delhi
169,IndiGo,2019-01-03,Banglore,New Delhi,13:40:00,4h 55m,1,No info,8707,295,-0.08241911046536742,False,False,Banglore_New Delhi
170,Jet Airways,2019-01-03,Banglore,New Delhi,22:50:00,20h 20m,1,No info,25735,1220,3.6102015213283556,False,False,Banglore_New Delhi
171,Jet Airways,2019-01-03,Banglore,New Delhi,16:55:00,7h 50m,1,No info,26890,470,3.860669975035294,False,False,Banglore_New Delhi
172,Jet Airways,2019-01-03,Banglore,New Delhi,05:50:00,6h 30m,1,Business class,28097,390,4.122414930554147,True,False,Banglore_New Delhi
173,Air India,2019-01-03,Banglore,New Delhi,11:05:00,8h 45m,1,1 Long layover,14594,525,1.1942110081257558,True,False,Banglore_New Delhi
174,Air India,2019-01-03,Kolkata,Banglore,14:15:00,2h 30m,0,No info,6535,150,-0.5534299169168571,False,False,Kolkata_Banglore
175,IndiGo,2019-01-03,Banglore,New Delhi,08:30:00,3h,0,No info,10067,180,0.2125047830770018,True,False,Banglore_New Delhi
176,Jet Airways,2019-01-03,Banglore,New Delhi,11:40:00,21h 20m,1,No info,20800,1280,2.5400181282168908,True,False,Banglore_New Delhi
177,IndiGo,2019-01-03,Kolkata,Banglore,09:35:00,2h 45m,0,No info,6565,165,-0.546924242794599,True,False,Kolkata_Banglore
178,Jet Airways,2019-01-03,Banglore,New Delhi,07:00:00,8h 15m,1,No info,26890,495,3.860669975035294,True,False,Banglore_New Delhi
179,Jet Airways,2019-01-03,Banglore,New Delhi,08:55:00,12h 25m,1,1 Long layover,27992,745,4.099645071126243,True,False,Banglore_New Delhi
180,Jet Airways,2019-01-03,Banglore,New Delhi,11:40:00,9h 40m,1,1 Long layover,27992,580,4.099645071126243,True,False,Banglore_New Delhi
181,IndiGo,2019-01-03,Banglore,New Delhi,18:25:00,2h 55m,0,No info,12649,175,0.7724264691993528,False,False,Banglore_New Delhi
182,Jet Airways,2019-01-03,Banglore,New Delhi,18:40:00,14h 20m,1,No info,31825,860,4.930853368146759,False,False,Banglore_New Delhi
183,Air India,2019-01-03,Banglore,New Delhi,08:50:00,14h 35m,2,1 Short layover,26743,875,3.828792171836229,True,False,Banglore_New Delhi
184,SpiceJet,2019-01-03,Mumbai,Hyderabad,22:45:00,1h 25m,0,No info,11005,85,0.41591552729960646,False,False,Mumbai_Hyderabad
185,IndiGo,2019-01-03,Banglore,New Delhi,07:30:00,4h 50m,1,No info,8110,290,-0.21188202549830448,True,False,Banglore_New Delhi
186,Jet Airways Business,2019-01-03,Banglore,New Delhi,09:45:00,4h 40m,1,Business class,57209,280,10.435521098793451,True,False,Banglore_New Delhi
187,Air India,2019-01-03,Delhi,Cochin,23:00:00,20h 15m,1,No info,27430,1215,3.9777721092359406,False,False,Delhi_Cochin
188,IndiGo,2019-01-03,Banglore,New Delhi,21:20:00,2h 55m,0,No info,12649,175,0.7724264691993528,False,False,Banglore_New Delhi
189,Multiple carriers,2019-01-03,Delhi,Cochin,19:00:00,6h 35m,1,No info,23533,395,3.1326850407546076,False,False,Delhi_Cochin
